T001,600,3.20889
T001,602,3.20453
T001,604,3.20592
T001,606,3.21138
T001,608,3.2217
T001,610,3.23109
T001,612,3.2383
T001,614,3.24631
T001,616,3.25275
T001,618,3.25939
T001,620,3.2678
T001,622,3.27335
T001,624,3.27023
T001,626,3.26187
T001,628,3.26146
T001,630,3.26224
T001,632,3.26267
T001,634,3.25935
T001,636,3.256
T001,638,3.25135
T001,640,3.24508
T001,642,3.24967
T001,644,3.24718
T001,646,3.24672
T001,648,3.24559
T001,650,3.24422
T001,652,3.24853
T001,654,3.24899
T001,656,3.2525
T001,658,3.25646
T001,660,3.25974
T001,662,3.26168
T001,664,3.26702
T001,666,3.27319
T001,668,3.27927
T001,670,3.28891
T001,672,3.29935
T001,674,3.31045
T001,676,3.32033
T001,678,3.3307
T001,680,3.33976
T001,682,3.35074
T001,684,3.36126
T001,686,3.37311
T001,688,3.38525
T001,690,3.40002
T001,692,3.41361
T001,694,3.43196
T001,696,3.45383
T001,698,3.47188
T001,700,3.48989
T001,702,3.50366
T001,704,3.51276
T001,706,3.51754
T001,708,3.51956
T001,710,3.52045
T001,712,3.51406
T001,714,3.51282
T001,716,3.50705
T001,718,3.49664
T001,720,3.4872
T001,722,3.47317
T001,724,3.46169
T001,726,3.4505
T001,728,3.43606
T001,730,3.4243
T001,732,3.40934
T001,734,3.395
T001,736,3.3836
T001,738,3.37251
T001,740,3.36277
T001,742,3.35534
T001,744,3.3454
T001,746,3.33766
T001,748,3.32997
T001,750,3.32644
T001,752,3.32202
T001,754,3.31847
T001,756,3.31498
T001,758,3.3114
T001,760,3.30864
T001,762,3.30671
T001,764,3.30262
T001,766,3.30209
T001,768,3.30155
T001,770,3.3007
T001,772,3.29731
T001,774,3.2987
T001,776,3.30054
T001,778,3.30322
T001,780,3.30639
T001,782,3.31066
T001,784,3.31459
T001,786,3.31872
T001,788,3.32366
T001,790,3.32781
T001,792,3.33223
T001,794,3.33707
T001,796,3.34295
T001,798,3.34963
T001,800,3.35334
T001,802,3.35835
T001,804,3.36366
T001,806,3.36825
T001,808,3.3734
T001,810,3.3785
T001,812,3.38345
T001,814,3.38878
T001,816,3.39465
T001,818,3.40028
T001,820,3.40591
T001,822,3.41164
T001,824,3.41758
T001,826,3.42417
T001,828,3.42876
T001,830,3.4336
T001,832,3.4387
T001,834,3.44335
T001,836,3.44792
T001,838,3.45256
T001,840,3.45728
T001,842,3.46068
T001,844,3.46472
T001,846,3.46947
T001,848,3.47358
T001,850,3.47832
T001,852,3.48349
T001,854,3.48906
T001,856,3.49502
T001,858,3.5018
T001,860,3.50803
T001,862,3.51489
T001,864,3.52047
T001,866,3.52523
T001,868,3.52901
T001,870,3.53297
T001,872,3.53428
T001,874,3.5357
T001,876,3.53652
T001,878,3.53786
T001,880,3.53909
T001,882,3.53994
T001,884,3.54086
T001,886,3.54226
T001,888,3.54322
T001,890,3.54555
T001,892,3.54679
T001,894,3.54782
T001,896,3.54959
T001,898,3.55096
T001,900,3.55219
T001,902,3.55495
T001,904,3.55831
T001,906,3.56222
T001,908,3.56733
T001,910,3.57227
T001,912,3.57807
T001,914,3.58402
T001,916,3.58994
T001,918,3.59374
T001,920,3.59573
T001,922,3.59455
T001,924,3.59067
T001,926,3.58192
T001,928,3.5692
T001,930,3.55122
T001,932,3.52821
T001,934,3.502
T001,936,3.47162
T001,938,3.43994
T001,940,3.40887
T001,942,3.37771
T001,944,3.34861
T001,946,3.32116
T001,948,3.29445
T001,950,3.26971
T001,952,3.24571
T001,954,3.22297
T001,956,3.20233
T001,958,3.18316
T001,960,3.16603
T001,962,3.15133
T001,964,3.13772
T001,966,3.12559
T001,968,3.11438
T001,970,3.10374
T001,972,3.09422
T001,974,3.08532
T001,976,3.07741
T001,978,3.07067
T001,980,3.06486
T001,982,3.06001
T001,984,3.05602
T001,986,3.05253
T001,988,3.04969
T001,990,3.04726
T001,992,3.04511
T001,994,3.04333
T001,996,3.04171
T001,998,3.04024
T001,1000,3.0388
T001,1002,3.03728
T001,1004,3.03563
T001,1006,3.03387
T001,1008,3.03189
T001,1010,3.02958
T001,1012,3.02664
T001,1014,3.02253
T001,1016,3.01718
T001,1018,3.01068
T001,1020,3.00318
T001,1022,2.99561
T001,1024,2.98804
T001,1026,2.98091
T001,1028,2.97446
T001,1030,2.96813
T001,1032,2.96203
T001,1034,2.95583
T001,1036,2.94908
T001,1038,2.94197
T001,1040,2.93388
T001,1042,2.92469
T001,1044,2.91473
T001,1046,2.90321
T001,1048,2.8908
T001,1050,2.87785
T001,1052,2.86396
T001,1054,2.85012
T001,1056,2.83614
T001,1058,2.82191
T001,1060,2.80824
T001,1062,2.7946
T001,1064,2.78133
T001,1066,2.76889
T001,1068,2.75655
T001,1070,2.74476
T001,1072,2.7336
T001,1074,2.72241
T001,1076,2.71167
T001,1078,2.70094
T001,1080,2.69015
T001,1082,2.67982
T001,1084,2.6694
T001,1086,2.65937
T001,1088,2.65016
T001,1090,2.64129
T001,1092,2.63343
T001,1094,2.62658
T001,1096,2.62078
T001,1098,2.61659
T001,1100,2.61469
T001,1102,2.61537
T001,1104,2.61776
T001,1106,2.62227
T001,1108,2.62919
T001,1110,2.64059
T001,1112,2.65614
T001,1114,2.67967
T001,1116,2.71107
T001,1118,2.75175
T001,1120,2.80235
T001,1122,2.86074
T001,1124,2.92412
T001,1126,2.98949
T001,1128,3.04947
T001,1130,3.10439
T001,1132,3.15161
T001,1134,3.18968
T001,1136,3.22301
T001,1138,3.25335
T001,1140,3.2812
T001,1142,3.30785
T001,1144,3.33022
T001,1146,3.34905
T001,1148,3.36492
T001,1150,3.37995
T001,1152,3.39848
T001,1154,3.42261
T001,1156,3.45395
T001,1158,3.49207
T001,1160,3.53316
T001,1162,3.57485
T001,1164,3.61655
T001,1166,3.65448
T001,1168,3.68967
T001,1170,3.72289
T001,1172,3.75537
T001,1174,3.79317
T001,1176,3.83782
T001,1178,3.8905
T001,1180,3.9512
T001,1182,4.01219
T001,1184,4.06799
T001,1186,4.11201
